Warehouse_ID,Location,Current_Stock,Warehouse_Capacity,Employee_Count,Demand_Forecast,Monthly_Sales,Backorder_Quantity,Stockout_Risk,Lead_Time_Days,Shipping_Time_Days,Order_Processing_Time,Storage_Cost,Operational_Cost,Transportation_Cost,Damaged_Goods,Return_Rate,Customer_Rating,Supplier_ID,Product_Category
WH418,Chicago,3322,24388,6,2770,6836,105,22,3,6,3.022352479,16588,90331,9369,28,4.474620031,1.779589279,S476,Apparel
WH181,Denver,3264,49628,93,2646,3316,177,10,6,1,2.829388888,19408,65921,4478,29,4.046199836,3.378019169,S627,Apparel
WH128,Seattle,1410,25647,33,2117,7919,16,25,8,5,0.995226178,13314,68512,2177,10,3.012173699,3.818971136,S984,Automotive
WH404,Atlanta,1319,22844,52,4559,5863,226,13,3,6,4.491098465,3352,74534,12320,22,8.925491728,4.62231879,S305,Furniture
WH354,Atlanta,3013,15190,94,2774,8883,255,14,2,1,2.383043141,13477,68302,8696,7,7.574522884,4.998258191,S306,Furniture
WH106,Los Angeles,3765,36936,55,3292,6925,300,9,3,1,4.259642944,3612,62523,5023,6,0.990514678,3.062051986,S154,Apparel
WH257,Houston,1169,35367,74,3503,6622,133,11,3,6,2.168005386,18442,79946,6998,25,5.748849669,4.299019568,S198,Electronics
WH305,New York,1969,49519,68,1594,1686,46,24,2,6,4.1458678,6988,67751,2877,27,9.617225294,3.020691257,S755,Apparel
WH090,Seattle,3512,38384,42,3056,1239,57,11,2,5,1.553747771,18938,81104,11559,38,6.524725715,1.770556984,S775,Electronics
WH033,Atlanta,2845,19590,18,3243,8936,294,23,4,2,3.677748309,9593,40414,6891,14,5.660305572,3.142890988,S944,Automotive
WH382,Miami,4258,27619,91,4740,5312,13,20,6,7,4.727865362,4776,80668,12277,42,3.571937743,4.12324692,S417,Automotive
WH001,Miami,3807,13306,59,3440,4503,63,24,10,1,1.544249907,18195,42372,9484,4,2.280495223,1.241844083,S372,Furniture
WH330,Denver,4403,31326,52,4734,3880,18,7,10,4,1.758340306,2080,77444,6426,23,6.994654001,1.662228753,S317,Electronics
WH080,Seattle,4039,17616,40,1966,3353,55,16,5,1,1.623880837,15539,82812,4666,30,4.82714299,1.197419527,S892,Furniture
WH488,Dallas,4067,10940,90,2729,4596,260,12,7,2,1.406387657,6967,46080,11725,8,7.93247002,1.788683689,S622,Automotive
WH201,Los Angeles,4179,29722,45,964,4124,253,10,6,1,1.479340517,9487,55053,7488,0,3.581714604,1.99922695,S520,Groceries
WH056,Atlanta,4278,38006,80,3427,9286,278,19,5,3,2.823103566,14959,39851,11699,48,9.085423139,3.557549836,S396,Electronics
WH046,Los Angeles,4545,25207,98,2036,7029,231,8,2,6,2.658175319,5008,90308,12688,45,7.241184774,1.301744732,S801,Apparel
WH442,Chicago,544,11085,46,4553,9535,275,20,9,3,1.777482496,14270,59227,6211,50,8.20247062,1.86497577,S407,Groceries
WH209,Denver,3328,15557,13,3027,7683,216,22,2,3,1.371612728,6652,93013,8795,28,3.081702747,3.243556194,S544,Groceries
WH390,Houston,1124,39339,79,4854,1927,179,16,7,1,1.405686202,15148,30515,14579,20,2.733842988,2.340676941,S503,Groceries
WH042,Chicago,2279,46299,51,1930,4016,163,24,10,7,3.270863468,6101,72812,12458,30,3.646862302,1.013825172,S569,Automotive
WH414,Dallas,2358,26390,76,2655,1413,140,23,6,7,2.658152207,7744,45715,5653,21,2.996627471,1.898483055,S995,Groceries
WH390,Miami,1376,48768,20,5004,3285,199,24,2,1,3.994000312,16192,64485,9028,32,4.566255197,3.509173281,S742,Furniture
WH001,Chicago,3721,33682,95,3835,1330,0,14,6,7,1.059077124,14240,60781,6406,41,4.227656217,4.438574269,S565,Automotive
WH266,Miami,4874,37502,39,4415,6771,6,11,8,1,3.99019034,1217,87222,8138,15,9.454588072,2.830472259,S851,Groceries
WH039,Chicago,4264,45076,80,676,5645,117,13,4,3,4.59575943,18049,35183,2828,11,6.895952086,3.714721487,S120,Groceries
WH037,Miami,2570,27852,50,3036,2353,132,16,5,6,2.165717862,7710,72382,1039,45,1.407736311,4.603616447,S602,Electronics
WH500,Dallas,4798,39543,14,2861,5015,136,23,8,4,4.65045581,8082,70972,13117,26,4.900964559,2.980073155,S966,Automotive
WH361,Houston,3845,34874,97,1896,9719,126,12,6,3,4.072614419,14922,67556,13314,11,8.415299806,2.766927195,S598,Electronics
WH391,Miami,2671,49979,51,2527,1288,25,18,6,2,4.562037056,12654,36034,3570,20,3.703467467,4.406367856,S102,Automotive
WH027,New York,4759,16996,85,484,3694,119,17,9,2,0.830919877,7961,96825,14110,41,3.5604196,3.203390028,S131,Automotive
WH141,Miami,659,46742,82,4727,8771,178,8,10,5,3.78070643,13170,42631,3430,6,3.436632473,3.091611397,S798,Furniture
WH398,Atlanta,1859,22704,60,3467,1103,15,18,2,6,4.792046456,4727,79114,7642,36,5.049971077,1.395384766,S637,Automotive
WH488,Miami,734,25240,49,2644,3149,201,17,4,3,2.351000247,5249,82106,1900,45,3.311114917,2.340524177,S853,Groceries
WH122,Dallas,4100,17206,91,5099,4137,155,12,7,2,3.935873608,7229,52305,10178,18,3.899368335,4.599728316,S668,Apparel
WH202,Chicago,2011,13524,74,3949,2891,26,21,5,2,2.42655564,12644,59432,3492,33,7.690245453,4.97574329,S469,Automotive
WH475,Atlanta,4328,20088,93,1522,4595,97,19,6,3,1.225912773,17571,50887,7604,31,1.356506068,4.441731823,S401,Furniture
WH164,Atlanta,1130,42992,13,5141,3431,264,14,2,5,1.244817964,4735,62347,14388,17,4.628427681,3.403492203,S103,Apparel
WH163,Denver,691,31692,23,2105,5715,20,7,7,6,0.517357453,9854,72227,13762,20,5.806374136,3.612657036,S441,Apparel
WH494,New York,3139,24561,92,1614,8588,76,24,4,2,3.203501208,9978,63111,14532,28,3.49665054,3.89391707,S187,Automotive
WH109,Miami,4011,18705,83,4098,5323,9,11,2,5,2.965608913,7073,46152,13970,7,6.362546427,2.212309467,S408,Automotive
WH088,Denver,4839,11626,75,3605,6480,221,12,4,4,2.592628486,5702,87571,3342,35,9.661415589,3.722192403,S967,Furniture
WH476,New York,2870,26572,57,3549,6519,214,9,5,6,2.336947165,13100,54988,3192,36,6.182588307,4.557443631,S688,Automotive
WH102,Chicago,2523,39627,81,5037,8354,225,7,2,4,2.471072204,5718,85322,11671,18,3.910110157,1.470648813,S990,Apparel
WH288,Los Angeles,2981,12566,89,2203,2543,194,12,7,5,1.504996938,12316,81725,8711,49,1.639307245,3.319409969,S739,Apparel
WH121,Dallas,3594,13566,18,4135,5103,185,19,5,1,4.295808529,12058,82199,11764,24,8.387694633,4.200777496,S237,Electronics
WH340,Miami,2753,16172,22,4022,6594,72,14,6,4,1.167104954,3931,54693,5384,29,6.427763384,4.078715225,S604,Apparel
WH088,Los Angeles,4772,43571,47,1457,5640,192,5,5,1,3.757307676,13210,40177,3013,9,4.82762099,4.958809284,S829,Groceries
WH056,Dallas,3636,38021,37,3453,5913,157,11,8,6,2.42935046,2774,50893,10625,14,4.500107242,3.653985948,S990,Groceries
WH222,Dallas,2049,47494,88,2313,5031,33,16,5,3,1.79131376,14434,44699,14244,48,4.966188864,4.502880734,S496,Automotive
WH034,San Francisco,2843,28144,49,1770,1507,274,20,2,5,1.051453584,7977,87773,1059,27,7.546464976,4.341844174,S849,Apparel
WH347,Houston,2161,40991,76,1243,8371,26,20,2,3,3.928782893,17666,50718,10537,34,1.590310224,4.128188612,S662,Automotive
WH026,Los Angeles,3723,38342,66,4495,1051,93,8,5,2,3.608916007,17265,71632,6921,9,9.95979634,2.050791925,S281,Electronics
WH007,Chicago,3451,38157,96,1006,6401,24,9,10,4,2.834905661,7002,65441,4023,33,5.381435112,4.960373361,S919,Apparel
WH012,Seattle,2493,26879,99,1158,7689,12,16,6,1,0.594672254,3849,40274,4042,43,4.101352471,4.401669488,S405,Electronics
WH341,Denver,3796,20650,32,3992,2125,26,16,7,7,1.324449434,10068,53322,5006,30,7.227393538,2.989309728,S219,Electronics
WH155,San Francisco,3095,43468,53,4848,3841,119,12,6,6,3.190223156,10594,64914,5244,41,2.464006799,4.040233849,S345,Groceries
WH493,Denver,4116,44883,54,4610,2702,88,6,8,6,3.62105053,12300,34868,2152,45,9.734140683,3.026274515,S995,Electronics
WH399,Denver,4248,14161,72,2155,3942,117,22,2,4,4.408079852,10536,52943,6394,48,3.879547446,3.640154573,S685,Furniture
WH495,Los Angeles,3706,27574,81,3087,4339,196,9,8,3,3.303135835,17898,86437,2248,44,2.125367513,2.110818675,S527,Electronics
WH364,Dallas,3213,49723,17,4295,3474,185,19,7,5,3.119406667,10859,75884,14319,2,7.273631317,2.05277168,S617,Apparel
WH499,Seattle,2809,14956,87,1747,1314,247,14,7,2,4.805806645,17141,70859,13579,24,8.834459769,2.062332633,S254,Apparel
WH105,Houston,565,28387,60,3432,3326,247,22,6,2,2.313902434,9132,70908,14296,21,8.062124545,2.863159633,S732,Electronics
WH434,Los Angeles,3728,43242,52,3990,9095,171,18,9,6,2.838561473,13126,51895,13685,13,4.700415857,4.777678406,S839,Automotive
WH493,Los Angeles,4265,18618,23,4000,2188,276,17,10,3,2.217011727,13257,95822,14977,3,1.041215012,4.354504452,S679,Apparel
WH145,Chicago,2215,35201,12,2421,8757,187,6,5,5,2.140447526,12612,50560,1619,47,5.362873253,1.138242528,S392,Electronics
WH248,Atlanta,4784,13013,90,1437,2642,211,19,8,5,4.25183831,4433,34112,2674,25,7.710305015,4.926009064,S768,Electronics
WH100,Los Angeles,2217,34249,85,2642,8678,283,10,6,2,1.121275665,6848,50313,13675,29,6.840928649,4.50845414,S143,Electronics
WH028,New York,2543,27228,45,2562,1941,54,9,7,1,2.160616782,4967,56665,11925,38,7.353017486,2.439752132,S996,Groceries
WH286,Denver,4127,15638,75,2375,1780,255,5,3,6,4.027623835,14093,58513,4045,44,4.118159366,1.857141591,S923,Apparel
WH060,New York,4630,44641,34,3420,8715,82,24,4,4,1.821310098,7152,57943,12031,19,4.615336796,3.5311856,S355,Groceries
WH274,Los Angeles,4994,30671,85,1228,8855,153,6,5,5,1.839085197,16446,70245,1274,3,9.813247273,2.644791618,S740,Furniture
WH319,New York,1206,12227,41,4118,9874,250,24,5,4,3.432728195,16050,55373,8770,39,8.344138927,4.754483311,S952,Apparel
WH303,Denver,2850,47174,33,3908,2912,260,12,4,2,4.905858342,18838,58194,1891,15,5.13582629,1.371773533,S591,Apparel
WH258,Miami,1017,13932,72,4062,7929,222,7,6,7,1.87309308,7226,62446,9521,47,3.35607117,3.042822354,S154,Automotive
WH239,Chicago,610,29570,41,1183,7865,141,22,3,1,4.750081787,17196,43540,717,7,2.479564328,4.921400243,S120,Automotive
WH162,Chicago,2247,40767,80,4189,5348,63,12,10,4,3.445327306,6053,53533,11638,27,3.803589725,4.94394949,S831,Apparel
WH361,Seattle,3672,40379,92,2652,8655,211,13,6,4,4.236001183,19104,63188,11161,50,6.898189429,4.138287321,S383,Electronics
WH190,Dallas,3101,43489,59,898,1225,259,10,9,2,3.736437997,7690,81760,3512,5,5.842065866,2.599591064,S434,Groceries
WH082,New York,739,35493,84,4749,1854,48,9,8,5,0.724745402,2900,74847,763,48,5.912708591,3.076839609,S405,Electronics
WH326,San Francisco,1966,34704,39,2828,2245,99,19,6,4,3.548535284,7944,90169,11357,43,5.667817304,2.432217032,S979,Apparel
WH448,Denver,1499,38854,64,5099,4985,21,8,4,6,4.461434466,17196,33565,7278,44,4.337213894,4.248766052,S651,Electronics
WH309,Houston,1500,10630,76,4869,2813,107,13,3,3,0.995197989,19353,97981,10524,39,5.278446596,4.145348647,S268,Electronics
WH067,San Francisco,2199,38735,34,2979,4946,122,8,4,4,2.110678859,11826,45475,3479,47,1.346528752,3.626660278,S955,Apparel
WH351,San Francisco,634,25823,62,705,1694,276,11,6,7,3.239151546,17306,44147,917,6,8.874878129,1.542891233,S831,Apparel
WH386,Chicago,535,21576,86,3663,7238,156,21,6,5,1.564553579,4079,64769,1041,26,0.516618523,4.152017311,S648,Groceries
WH083,Miami,2910,14643,17,3448,3837,91,16,7,7,2.729632231,4303,84542,5330,11,8.077496439,3.881242229,S315,Groceries
WH113,San Francisco,2373,18600,91,1542,4806,163,15,2,5,4.728511445,5680,92064,3070,48,6.882992849,4.965105922,S178,Electronics
WH057,Chicago,2182,43289,28,712,3908,138,23,10,2,2.616694546,8634,67124,13556,35,5.35258547,1.335684091,S221,Groceries
WH145,New York,4357,47701,97,1521,5909,119,20,10,5,3.938248856,1581,65281,5792,43,5.445214352,1.829304852,S830,Groceries
WH181,Miami,3110,48667,77,3322,4584,47,8,4,7,3.786971377,4070,88426,9536,29,1.452852621,4.916439341,S663,Groceries
WH068,Seattle,1636,17858,61,4170,1699,9,6,4,3,0.683904258,9501,87751,5919,38,8.474155737,4.142397983,S961,Apparel
WH204,Seattle,1821,12831,48,536,8828,204,23,9,6,1.298125294,7219,78229,3575,24,7.006857777,1.150412777,S966,Electronics
WH047,Dallas,2309,23096,6,3122,7267,254,16,7,3,4.222160452,6377,84305,14269,15,2.153668979,2.355345438,S185,Automotive
